"id_subj","group","n_trial","rt","acc","identity"
"HM01","HSAM",106,0.6584,1,"matching TU"
"HM01","HSAM",107,0.6059,0,"matching SCONOSCIUTO"
"HM01","HSAM",108,0.8061,0,"matching SCONOSCIUTO"
"HM01","HSAM",109,0.9124,1,"matching SCONOSCIUTO"
"HM01","HSAM",110,0.9989,1,"non-matching TU"
"HM01","HSAM",111,0.6252,1,"matching TU"
"HM01","HSAM",112,0.619,1,"matching TU"
"HM01","HSAM",113,0.7406,0,"matching SCONOSCIUTO"
"HM01","HSAM",114,0.6465,1,"matching TU"
"HM01","HSAM",115,0.6379,0,"non-matching SCONOSCIUTO"
"HM01","HSAM",116,1.2922,1,"non-matching TU"
"HM01","HSAM",117,0.6899,1,"matching TU"
"HM01","HSAM",118,0.6996,1,"matching TU"
"HM01","HSAM",119,NA,0,"matching SCONOSCIUTO"
"HM01","HSAM",120,0.7043,1,"matching SCONOSCIUTO"
"HM01","HSAM",121,1.0695,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",122,0.6801,1,"matching TU"
"HM01","HSAM",123,0.8674,1,"non-matching TU"
"HM01","HSAM",124,0.7934,0,"non-matching SCONOSCIUTO"
"HM01","HSAM",125,1.4213,0,"non-matching SCONOSCIUTO"
"HM01","HSAM",126,0.7675,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",127,1.095,1,"non-matching TU"
"HM01","HSAM",128,0.6408,0,"non-matching SCONOSCIUTO"
"HM01","HSAM",129,0.7537,0,"matching SCONOSCIUTO"
"HM01","HSAM",130,1.2842,1,"non-matching TU"
"HM01","HSAM",131,0.8914,1,"matching SCONOSCIUTO"
"HM01","HSAM",132,0.8459,1,"non-matching TU"
"HM01","HSAM",133,0.692,0,"matching SCONOSCIUTO"
"HM01","HSAM",134,0.6986,1,"matching TU"
"HM01","HSAM",135,0.6162,1,"matching TU"
"HM01","HSAM",136,0.7278,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",137,0.9047,1,"non-matching TU"
"HM01","HSAM",138,0.6477,1,"matching TU"
"HM01","HSAM",139,0.7689,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",140,0.5745,1,"matching TU"
"HM01","HSAM",141,0.7478,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",142,0.7058,1,"non-matching TU"
"HM01","HSAM",143,0.6864,1,"non-matching TU"
"HM01","HSAM",144,0.9426,1,"matching SCONOSCIUTO"
"HM01","HSAM",145,0.7426,1,"matching TU"
"HM01","HSAM",146,0.7567,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",147,0.9451,1,"non-matching TU"
"HM01","HSAM",148,0.9209,1,"matching SCONOSCIUTO"
"HM01","HSAM",149,0.792,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",150,0.8718,1,"non-matching TU"
"HM01","HSAM",151,0.6188,1,"matching TU"
"HM01","HSAM",152,0.6125,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",153,0.9167,0,"non-matching SCONOSCIUTO"
"HM01","HSAM",154,0.7966,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",155,1.1521,1,"matching SCONOSCIUTO"
"HM01","HSAM",156,0.6466,0,"matching SCONOSCIUTO"
"HM01","HSAM",157,0.6998,0,"matching SCONOSCIUTO"
"HM01","HSAM",158,0.8674,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",159,0.8511,1,"non-matching TU"
"HM01","HSAM",160,0.8294,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",161,0.9327,1,"matching SCONOSCIUTO"
"HM01","HSAM",162,0.9481,1,"non-matching TU"
"HM01","HSAM",163,0.6606,1,"matching TU"
"HM01","HSAM",164,1.1324,1,"non-matching TU"
"HM01","HSAM",165,1.1155,1,"matching SCONOSCIUTO"
"HM01","HSAM",166,0.7891,1,"matching SCONOSCIUTO"
"HM01","HSAM",167,0.6314,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",168,0.9242,1,"non-matching TU"
"HM01","HSAM",169,0.7894,0,"matching SCONOSCIUTO"
"HM01","HSAM",170,0.5996,1,"matching TU"
"HM01","HSAM",171,1.0151,1,"matching SCONOSCIUTO"
"HM01","HSAM",172,0.6857,1,"matching TU"
"HM01","HSAM",173,0.6168,0,"non-matching SCONOSCIUTO"
"HM01","HSAM",174,NA,0,"matching SCONOSCIUTO"
"HM01","HSAM",175,0.8501,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",176,0.6075,1,"matching TU"
"HM01","HSAM",177,0.8753,1,"matching SCONOSCIUTO"
"HM01","HSAM",178,0.9788,1,"non-matching TU"
"HM01","HSAM",179,0.6091,1,"matching TU"
"HM01","HSAM",180,0.5835,1,"matching TU"
"HM01","HSAM",181,0.7936,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",182,1.0174,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",183,0.8014,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",184,0.6439,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",185,0.6471,1,"matching TU"
"HM01","HSAM",186,0.8087,1,"matching SCONOSCIUTO"
"HM01","HSAM",187,0.9972,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",188,0.7886,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",189,1.0077,1,"matching SCONOSCIUTO"
"HM01","HSAM",190,0.884,1,"matching SCONOSCIUTO"
"HM01","HSAM",191,0.6857,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",192,0.7621,1,"non-matching TU"
"HM01","HSAM",193,0.9909,1,"non-matching SCONOSCIUTO"
"HM01","HSAM",194,0.9977,1,"matching SCONOSCIUTO"
"HM01","HSAM",195,0.9299,1,"matching SCONOSCIUTO"
"HM01","HSAM",196,0.6899,1,"non-matching TU"
"HM01","HSAM",197,0.6588,1,"matching TU"
"HM01","HSAM",198,0.6319,0,"matching SCONOSCIUTO"
"HM01","HSAM",199,1.1806,1,"non-matching TU"
"HM01","HSAM",200,0.8117,1,"matching SCONOSCIUTO"
"HM02","HSAM",1,NA,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",2,NA,0,"matching TU"
"HM02","HSAM",3,NA,0,"matching SCONOSCIUTO"
"HM02","HSAM",4,1.567,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",5,NA,0,"matching TU"
"HM02","HSAM",6,NA,0,"matching SCONOSCIUTO"
"HM02","HSAM",7,0.793,1,"non-matching TU"
"HM02","HSAM",8,NA,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",9,0.8278,0,"matching SCONOSCIUTO"
"HM02","HSAM",10,0.6319,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",11,NA,0,"matching TU"
"HM02","HSAM",12,NA,0,"matching SCONOSCIUTO"
"HM02","HSAM",13,NA,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",14,NA,0,"matching TU"
"HM02","HSAM",15,0.4146,0,"non-matching TU"
"HM02","HSAM",16,0.4564,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",17,0.5713,1,"matching SCONOSCIUTO"
"HM02","HSAM",18,NA,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",19,NA,0,"non-matching TU"
"HM02","HSAM",20,NA,0,"matching SCONOSCIUTO"
"HM02","HSAM",21,NA,0,"matching SCONOSCIUTO"
"HM02","HSAM",22,NA,0,"matching SCONOSCIUTO"
"HM02","HSAM",23,NA,0,"matching TU"
"HM02","HSAM",24,NA,0,"matching SCONOSCIUTO"
"HM02","HSAM",25,NA,0,"non-matching TU"
"HM02","HSAM",26,NA,0,"non-matching TU"
"HM02","HSAM",27,NA,0,"matching SCONOSCIUTO"
"HM02","HSAM",28,0.283,0,"matching SCONOSCIUTO"
"HM02","HSAM",29,0.4115,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",30,0.4834,1,"non-matching TU"
"HM02","HSAM",31,0.408,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",32,0.3188,1,"non-matching TU"
"HM02","HSAM",33,0.2968,1,"matching TU"
"HM02","HSAM",34,0.3654,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",35,0.2676,0,"matching TU"
"HM02","HSAM",36,0.3508,1,"non-matching TU"
"HM02","HSAM",37,0.2865,0,"non-matching TU"
"HM02","HSAM",38,0.2991,1,"non-matching TU"
"HM02","HSAM",39,0.3322,1,"non-matching TU"
"HM02","HSAM",40,0.4824,1,"non-matching TU"
"HM02","HSAM",41,0.282,1,"matching SCONOSCIUTO"
"HM02","HSAM",42,0.4136,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",43,0.4376,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",44,0.3145,1,"non-matching TU"
"HM02","HSAM",45,0.3171,0,"matching TU"
"HM02","HSAM",46,0.444,1,"matching SCONOSCIUTO"
"HM02","HSAM",47,0.4584,0,"matching TU"
"HM02","HSAM",48,0.5423,0,"matching SCONOSCIUTO"
"HM02","HSAM",49,0.3666,1,"matching TU"
"HM02","HSAM",50,0.3264,0,"matching SCONOSCIUTO"
"HM02","HSAM",51,0.4489,1,"non-matching TU"
"HM02","HSAM",52,0.5897,1,"matching TU"
"HM02","HSAM",53,0.4107,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",54,0.513,0,"matching SCONOSCIUTO"
"HM02","HSAM",55,0.415,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",56,0.5274,0,"matching TU"
"HM02","HSAM",57,0.3867,0,"matching SCONOSCIUTO"
"HM02","HSAM",58,0.2547,0,"non-matching TU"
"HM02","HSAM",59,0.352,0,"matching TU"
"HM02","HSAM",60,0.4529,0,"matching SCONOSCIUTO"
"HM02","HSAM",61,0.764,1,"non-matching TU"
"HM02","HSAM",62,0.1649,0,"matching TU"
"HM02","HSAM",63,0.2739,0,"non-matching TU"
"HM02","HSAM",64,0.2592,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",65,0.6659,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",66,0.4467,0,"matching TU"
"HM02","HSAM",67,0.4953,1,"non-matching TU"
"HM02","HSAM",68,0.8619,0,"matching TU"
"HM02","HSAM",69,0.7658,1,"matching TU"
"HM02","HSAM",70,0.9958,1,"non-matching TU"
"HM02","HSAM",71,0.8507,1,"matching TU"
"HM02","HSAM",72,0.4697,1,"matching TU"
"HM02","HSAM",73,0.3803,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",74,0.6442,0,"matching TU"
"HM02","HSAM",75,0.532,1,"non-matching TU"
"HM02","HSAM",76,0.7179,1,"non-matching TU"
"HM02","HSAM",77,0.6506,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",78,0.3356,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",79,0.6094,0,"non-matching TU"
"HM02","HSAM",80,0.4947,0,"matching TU"
"HM02","HSAM",81,0.5157,0,"matching TU"
"HM02","HSAM",82,0.3784,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",83,NA,0,"matching SCONOSCIUTO"
"HM02","HSAM",84,NA,0,"non-matching TU"
"HM02","HSAM",85,NA,0,"matching TU"
"HM02","HSAM",86,NA,0,"matching SCONOSCIUTO"
"HM02","HSAM",87,NA,0,"matching TU"
"HM02","HSAM",88,NA,0,"matching TU"
"HM02","HSAM",89,NA,0,"non-matching TU"
"HM02","HSAM",90,NA,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",91,0.7362,0,"non-matching TU"
"HM02","HSAM",92,NA,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",93,NA,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",94,NA,0,"non-matching TU"
"HM02","HSAM",95,NA,0,"matching SCONOSCIUTO"
"HM02","HSAM",96,0.6151,0,"matching SCONOSCIUTO"
"HM02","HSAM",97,0.6655,0,"matching SCONOSCIUTO"
"HM02","HSAM",98,0.8502,1,"non-matching TU"
"HM02","HSAM",99,1.001,1,"matching SCONOSCIUTO"
"HM02","HSAM",100,0.6518,1,"matching TU"
"HM02","HSAM",101,0.4143,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",102,0.9345,0,"matching SCONOSCIUTO"
"HM02","HSAM",103,1.0425,1,"matching TU"
"HM02","HSAM",104,1.0638,1,"matching SCONOSCIUTO"
"HM02","HSAM",105,1.1617,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",106,1.248,1,"non-matching TU"
"HM02","HSAM",107,0.9617,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",108,0.9569,0,"non-matching TU"
"HM02","HSAM",109,1.0986,0,"non-matching TU"
"HM02","HSAM",110,0.47,1,"non-matching TU"
"HM02","HSAM",111,1.0192,1,"matching TU"
"HM02","HSAM",112,0.9608,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",113,1.1647,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",114,0.966,0,"matching TU"
"HM02","HSAM",115,1.006,0,"matching SCONOSCIUTO"
"HM02","HSAM",116,0.4816,1,"matching TU"
"HM02","HSAM",117,0.6266,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",118,1.477,1,"matching TU"
"HM02","HSAM",119,0.966,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",120,0.9677,1,"matching SCONOSCIUTO"
"HM02","HSAM",121,0.7832,1,"matching SCONOSCIUTO"
"HM02","HSAM",122,1.2205,1,"matching TU"
"HM02","HSAM",123,0.9618,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",124,0.88,0,"matching TU"
"HM02","HSAM",125,0.898,0,"non-matching TU"
"HM02","HSAM",126,0.7496,1,"matching TU"
"HM02","HSAM",127,0.853,0,"matching SCONOSCIUTO"
"HM02","HSAM",128,0.963,1,"matching TU"
"HM02","HSAM",129,1.0719,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",130,0.6636,0,"matching TU"
"HM02","HSAM",131,0.9933,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",132,NA,0,"matching TU"
"HM02","HSAM",133,NA,0,"matching TU"
"HM02","HSAM",134,NA,0,"matching SCONOSCIUTO"
"HM02","HSAM",135,NA,0,"non-matching TU"
"HM02","HSAM",136,NA,0,"matching SCONOSCIUTO"
"HM02","HSAM",137,0.3634,1,"non-matching TU"
"HM02","HSAM",138,0.5943,1,"non-matching TU"
"HM02","HSAM",139,0.5625,1,"non-matching TU"
"HM02","HSAM",140,0.615,1,"non-matching TU"
"HM02","HSAM",141,0.765,0,"non-matching TU"
"HM02","HSAM",142,0.7323,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",143,0.8733,1,"matching TU"
"HM02","HSAM",144,0.9922,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",145,1.2833,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",146,0.8049,1,"matching TU"
"HM02","HSAM",147,0.7121,1,"non-matching TU"
"HM02","HSAM",148,1.0545,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",149,1.0981,1,"matching SCONOSCIUTO"
"HM02","HSAM",150,1.2947,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",151,NA,0,"non-matching TU"
"HM02","HSAM",152,1.0787,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",153,0.9456,1,"matching SCONOSCIUTO"
"HM02","HSAM",154,0.9956,1,"non-matching TU"
"HM02","HSAM",155,0.9516,0,"non-matching TU"
"HM02","HSAM",156,0.9464,1,"matching SCONOSCIUTO"
"HM02","HSAM",157,0.8587,1,"matching TU"
"HM02","HSAM",158,0.8223,1,"matching SCONOSCIUTO"
"HM02","HSAM",159,0.7879,1,"matching TU"
"HM02","HSAM",160,0.8322,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",161,0.8451,1,"matching SCONOSCIUTO"
"HM02","HSAM",162,1.1181,1,"matching SCONOSCIUTO"
"HM02","HSAM",163,0.7172,1,"matching SCONOSCIUTO"
"HM02","HSAM",164,0.8389,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",165,1.2069,1,"non-matching TU"
"HM02","HSAM",166,0.6615,1,"matching TU"
"HM02","HSAM",167,0.9006,1,"matching SCONOSCIUTO"
"HM02","HSAM",168,0.8973,1,"matching SCONOSCIUTO"
"HM02","HSAM",169,1.0782,1,"matching TU"
"HM02","HSAM",170,1.3582,1,"matching SCONOSCIUTO"
"HM02","HSAM",171,0.8363,1,"matching SCONOSCIUTO"
"HM02","HSAM",172,0.9797,1,"non-matching TU"
"HM02","HSAM",173,1.4566,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",174,1.0644,1,"matching SCONOSCIUTO"
"HM02","HSAM",175,1.2394,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",176,0.8661,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",177,0.8119,1,"matching TU"
"HM02","HSAM",178,0.9288,0,"matching SCONOSCIUTO"
"HM02","HSAM",179,0.8934,1,"matching TU"
"HM02","HSAM",180,0.7983,1,"matching TU"
"HM02","HSAM",181,0.8995,1,"non-matching TU"
"HM02","HSAM",182,0.9609,1,"matching SCONOSCIUTO"
"HM02","HSAM",183,1.4113,1,"non-matching TU"
"HM02","HSAM",184,1.0908,0,"non-matching SCONOSCIUTO"
"HM02","HSAM",185,1.2479,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",186,NA,0,"matching SCONOSCIUTO"
"HM02","HSAM",187,1.2014,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",188,0.9911,1,"non-matching TU"
"HM02","HSAM",189,0.9712,1,"non-matching TU"
"HM02","HSAM",190,0.6861,1,"matching TU"
"HM02","HSAM",191,0.9647,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",192,0.9702,0,"matching SCONOSCIUTO"
"HM02","HSAM",193,1.01,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",194,1.1815,0,"non-matching TU"
"HM02","HSAM",195,1.2458,1,"non-matching SCONOSCIUTO"
"HM02","HSAM",196,1.1329,1,"matching SCONOSCIUTO"
"HM02","HSAM",197,0.9532,1,"matching SCONOSCIUTO"
"HM02","HSAM",198,0.7563,1,"non-matching TU"
"HM02","HSAM",199,0.7315,1,"matching TU"
"HM02","HSAM",200,0.7533,1,"matching TU"
"HM04","HSAM",1,1.0241,1,"non-matching TU"
"HM04","HSAM",2,1.1518,0,"non-matching SCONOSCIUTO"
"HM04","HSAM",3,1.0347,0,"non-matching SCONOSCIUTO"
"HM04","HSAM",4,0.882,0,"matching TU"
"HM04","HSAM",5,1.4071,1,"non-matching TU"
"HM04","HSAM",6,0.8501,1,"matching SCONOSCIUTO"
"HM04","HSAM",7,0.6185,0,"matching TU"
"HM04","HSAM",8,0.7207,1,"non-matching TU"
"HM04","HSAM",9,1.3731,1,"matching SCONOSCIUTO"
"HM04","HSAM",10,0.6318,1,"non-matching TU"
"HM04","HSAM",11,0.5667,1,"matching TU"
"HM04","HSAM",12,0.9121,1,"matching TU"
"HM04","HSAM",13,1.0785,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",14,1.0421,1,"non-matching TU"
"HM04","HSAM",15,0.6677,0,"non-matching SCONOSCIUTO"
"HM04","HSAM",16,0.5885,1,"matching TU"
"HM04","HSAM",17,0.932,1,"matching TU"
"HM04","HSAM",18,1.0669,1,"non-matching TU"
"HM04","HSAM",19,1.3955,0,"non-matching TU"
"HM04","HSAM",20,1.2457,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",21,1.0002,1,"matching SCONOSCIUTO"
"HM04","HSAM",22,1.1028,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",23,1.1787,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",24,1.5108,1,"matching TU"
"HM04","HSAM",25,1.0264,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",26,0.8852,1,"matching TU"
"HM04","HSAM",27,1.3639,1,"matching SCONOSCIUTO"
"HM04","HSAM",28,0.7152,1,"matching SCONOSCIUTO"
"HM04","HSAM",29,1.3205,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",30,1.118,1,"non-matching TU"
"HM04","HSAM",31,1.1606,1,"matching SCONOSCIUTO"
"HM04","HSAM",32,0.8605,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",33,0.9908,0,"non-matching TU"
"HM04","HSAM",34,0.9785,1,"matching TU"
"HM04","HSAM",35,0.7173,0,"matching SCONOSCIUTO"
"HM04","HSAM",36,1.135,1,"matching TU"
"HM04","HSAM",37,0.7216,1,"matching TU"
"HM04","HSAM",38,0.9468,1,"matching SCONOSCIUTO"
"HM04","HSAM",39,0.6598,1,"matching TU"
"HM04","HSAM",40,0.8998,1,"non-matching TU"
"HM04","HSAM",41,0.993,1,"matching SCONOSCIUTO"
"HM04","HSAM",42,0.9196,1,"matching SCONOSCIUTO"
"HM04","HSAM",43,0.7994,0,"matching SCONOSCIUTO"
"HM04","HSAM",44,0.9197,1,"matching SCONOSCIUTO"
"HM04","HSAM",45,NA,0,"matching SCONOSCIUTO"
"HM04","HSAM",46,1.0696,1,"non-matching TU"
"HM04","HSAM",47,0.8303,0,"non-matching TU"
"HM04","HSAM",48,1.2354,0,"non-matching TU"
"HM04","HSAM",49,0.9707,1,"non-matching TU"
"HM04","HSAM",50,NA,0,"non-matching SCONOSCIUTO"
"HM04","HSAM",51,0.7743,1,"non-matching TU"
"HM04","HSAM",52,0.7364,1,"matching SCONOSCIUTO"
"HM04","HSAM",53,0.7298,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",54,1.1563,1,"non-matching TU"
"HM04","HSAM",55,0.7157,1,"matching TU"
"HM04","HSAM",56,0.8413,1,"matching TU"
"HM04","HSAM",57,1.3035,1,"non-matching TU"
"HM04","HSAM",58,0.6358,1,"non-matching TU"
"HM04","HSAM",59,0.826,1,"matching TU"
"HM04","HSAM",60,1.0959,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",61,0.6994,1,"matching TU"
"HM04","HSAM",62,0.6861,0,"matching SCONOSCIUTO"
"HM04","HSAM",63,NA,0,"non-matching SCONOSCIUTO"
"HM04","HSAM",64,0.8539,1,"matching TU"
"HM04","HSAM",65,0.9662,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",66,0.698,1,"matching TU"
"HM04","HSAM",67,0.7048,1,"non-matching TU"
"HM04","HSAM",68,0.9585,1,"matching SCONOSCIUTO"
"HM04","HSAM",69,0.7022,1,"matching SCONOSCIUTO"
"HM04","HSAM",70,0.8191,1,"matching TU"
"HM04","HSAM",71,0.7572,1,"non-matching TU"
"HM04","HSAM",72,0.7934,0,"non-matching SCONOSCIUTO"
"HM04","HSAM",73,1.303,1,"non-matching TU"
"HM04","HSAM",74,1.3181,1,"matching SCONOSCIUTO"
"HM04","HSAM",75,0.6955,1,"matching SCONOSCIUTO"
"HM04","HSAM",76,0.6627,1,"matching SCONOSCIUTO"
"HM04","HSAM",77,NA,0,"matching SCONOSCIUTO"
"HM04","HSAM",78,0.9859,1,"matching SCONOSCIUTO"
"HM04","HSAM",79,1.1466,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",80,1.22,0,"matching SCONOSCIUTO"
"HM04","HSAM",81,NA,0,"non-matching SCONOSCIUTO"
"HM04","HSAM",82,1.2214,1,"non-matching TU"
"HM04","HSAM",83,1.2758,0,"non-matching SCONOSCIUTO"
"HM04","HSAM",84,1.1456,1,"non-matching TU"
"HM04","HSAM",85,0.8572,1,"matching SCONOSCIUTO"
"HM04","HSAM",86,1.412,0,"non-matching SCONOSCIUTO"
"HM04","HSAM",87,1.3614,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",88,0.6399,0,"non-matching TU"
"HM04","HSAM",89,0.8381,1,"matching TU"
"HM04","HSAM",90,1.3286,1,"non-matching TU"
"HM04","HSAM",91,0.9249,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",92,1.4204,1,"non-matching TU"
"HM04","HSAM",93,0.866,0,"matching SCONOSCIUTO"
"HM04","HSAM",94,0.8798,1,"non-matching TU"
"HM04","HSAM",95,0.7784,1,"matching TU"
"HM04","HSAM",96,0.9027,1,"matching SCONOSCIUTO"
"HM04","HSAM",97,0.9626,1,"matching TU"
"HM04","HSAM",98,1.0225,1,"non-matching TU"
"HM04","HSAM",99,0.8359,1,"non-matching TU"
"HM04","HSAM",100,0.8276,1,"matching TU"
"HM04","HSAM",101,0.9182,1,"matching TU"
"HM04","HSAM",102,0.7786,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",103,1.0475,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",104,1.1453,1,"matching TU"
"HM04","HSAM",105,0.7137,1,"matching TU"
"HM04","HSAM",106,0.5977,0,"matching SCONOSCIUTO"
"HM04","HSAM",107,0.7367,1,"matching TU"
"HM04","HSAM",108,1.4786,1,"matching TU"
"HM04","HSAM",109,1.5412,1,"non-matching TU"
"HM04","HSAM",110,NA,0,"matching SCONOSCIUTO"
"HM04","HSAM",111,1.1688,1,"non-matching TU"
"HM04","HSAM",112,0.8086,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",113,0.8646,1,"non-matching TU"
"HM04","HSAM",114,0.7144,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",115,0.5806,1,"matching TU"
"HM04","HSAM",116,0.7457,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",117,0.7836,0,"non-matching SCONOSCIUTO"
"HM04","HSAM",118,NA,0,"non-matching SCONOSCIUTO"
"HM04","HSAM",119,NA,0,"matching TU"
"HM04","HSAM",120,0.8788,0,"matching SCONOSCIUTO"
"HM04","HSAM",121,0.9566,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",122,0.8441,1,"matching SCONOSCIUTO"
"HM04","HSAM",123,1.2166,1,"non-matching TU"
"HM04","HSAM",124,0.6047,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",125,1.2785,1,"matching TU"
"HM04","HSAM",126,0.6461,1,"matching TU"
"HM04","HSAM",127,0.8734,1,"matching TU"
"HM04","HSAM",128,1.4538,1,"matching SCONOSCIUTO"
"HM04","HSAM",129,0.8284,1,"matching SCONOSCIUTO"
"HM04","HSAM",130,0.8644,0,"matching TU"
"HM04","HSAM",131,0.5713,1,"matching TU"
"HM04","HSAM",132,0.7503,1,"matching SCONOSCIUTO"
"HM04","HSAM",133,0.7807,0,"matching SCONOSCIUTO"
"HM04","HSAM",134,0.6927,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",135,0.5516,0,"non-matching TU"
"HM04","HSAM",136,0.8466,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",137,0.7357,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",138,1.0074,1,"matching TU"
"HM04","HSAM",139,0.9521,0,"matching SCONOSCIUTO"
"HM04","HSAM",140,0.8502,0,"matching SCONOSCIUTO"
"HM04","HSAM",141,0.8236,0,"non-matching TU"
"HM04","HSAM",142,0.4855,0,"non-matching SCONOSCIUTO"
"HM04","HSAM",143,NA,0,"non-matching SCONOSCIUTO"
"HM04","HSAM",144,NA,0,"matching TU"
"HM04","HSAM",145,0.7006,0,"matching SCONOSCIUTO"
"HM04","HSAM",146,0.5956,0,"non-matching SCONOSCIUTO"
"HM04","HSAM",147,NA,0,"matching TU"
"HM04","HSAM",148,0.8492,0,"matching SCONOSCIUTO"
"HM04","HSAM",149,0.3633,1,"matching TU"
"HM04","HSAM",150,0.9796,1,"matching SCONOSCIUTO"
"HM04","HSAM",151,1.3896,1,"non-matching TU"
"HM04","HSAM",152,1.0356,1,"non-matching TU"
"HM04","HSAM",153,1.1942,1,"non-matching SCONOSCIUTO"
"HM04","HSAM",154,0.9216,1,"non-matching TU"
"HM04","HSAM",155,NA,0,"non-matching SCONOSCIUTO"
"HM04","HSAM",156,0.8178,1,"non-matching TU"
"HM04","HSAM",157,1.0158,0,"matching SCONOSCIUTO"
"HM04","HSAM",158,NA,0,"non-matching SCONOSCIUTO"
