"id_subj","group","n_trial","rt","acc","identity"
"CNTRL10","CTRL",25,1.3732,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",26,NA,0,"matching SCONOSCIUTO"
"CNTRL10","CTRL",27,1.0213,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",28,1.012,1,"non-matching TU"
"CNTRL10","CTRL",29,0.8761,1,"non-matching TU"
"CNTRL10","CTRL",30,1.0505,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",31,0.6025,1,"matching TU"
"CNTRL10","CTRL",32,0.8716,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",33,1.2667,1,"non-matching TU"
"CNTRL10","CTRL",34,1.4355,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",35,0.9519,1,"non-matching TU"
"CNTRL10","CTRL",36,NA,0,"matching SCONOSCIUTO"
"CNTRL10","CTRL",37,1.2347,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",38,1.0479,1,"non-matching TU"
"CNTRL10","CTRL",39,1.0971,0,"matching SCONOSCIUTO"
"CNTRL10","CTRL",40,1.2497,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",41,0.9976,1,"non-matching TU"
"CNTRL10","CTRL",42,1.1379,1,"non-matching TU"
"CNTRL10","CTRL",43,NA,0,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",44,1.088,1,"non-matching TU"
"CNTRL10","CTRL",45,0.9291,1,"non-matching TU"
"CNTRL10","CTRL",46,1.0503,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",47,1.1052,0,"matching TU"
"CNTRL10","CTRL",48,0.8473,1,"non-matching TU"
"CNTRL10","CTRL",49,NA,0,"matching SCONOSCIUTO"
"CNTRL10","CTRL",50,1.2893,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",51,0.9477,1,"non-matching TU"
"CNTRL10","CTRL",52,0.9392,1,"matching TU"
"CNTRL10","CTRL",53,1.4601,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",54,1.2497,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",55,0.8316,1,"matching TU"
"CNTRL10","CTRL",56,1.1645,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",57,1.1073,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",58,1.1018,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",59,1.3296,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",60,0.9288,1,"non-matching TU"
"CNTRL10","CTRL",61,0.8983,1,"matching TU"
"CNTRL10","CTRL",62,0.7221,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",63,1.1475,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",64,0.8731,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",65,1.4656,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",66,1.2504,1,"non-matching TU"
"CNTRL10","CTRL",67,1.1146,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",68,1.1814,1,"non-matching TU"
"CNTRL10","CTRL",69,1.2444,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",70,1.1059,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",71,0.8669,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",72,1.4886,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",73,1.5016,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",74,0.9381,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",75,0.8461,1,"non-matching TU"
"CNTRL10","CTRL",76,0.9822,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",77,1.0851,1,"non-matching TU"
"CNTRL10","CTRL",78,0.8472,1,"non-matching TU"
"CNTRL10","CTRL",79,1.0583,1,"non-matching TU"
"CNTRL10","CTRL",80,0.5962,1,"matching TU"
"CNTRL10","CTRL",81,0.941,0,"matching TU"
"CNTRL10","CTRL",82,1.1008,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",83,1.2618,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",84,0.7812,1,"matching TU"
"CNTRL10","CTRL",85,0.9506,1,"matching TU"
"CNTRL10","CTRL",86,0.6634,1,"matching TU"
"CNTRL10","CTRL",87,1.1993,1,"non-matching TU"
"CNTRL10","CTRL",88,0.7787,1,"matching TU"
"CNTRL10","CTRL",89,1.0199,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",90,1.1777,1,"non-matching TU"
"CNTRL10","CTRL",91,0.8732,0,"matching SCONOSCIUTO"
"CNTRL10","CTRL",92,1.4653,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",93,1.1202,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",94,0.9841,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",95,NA,0,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",96,1.0118,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",97,1.0748,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",98,0.772,1,"matching TU"
"CNTRL10","CTRL",99,1.2066,1,"matching TU"
"CNTRL10","CTRL",100,0.8712,0,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",101,0.7811,1,"matching TU"
"CNTRL10","CTRL",102,1.2086,0,"matching SCONOSCIUTO"
"CNTRL10","CTRL",103,1.3504,1,"matching TU"
"CNTRL10","CTRL",104,0.8171,1,"matching TU"
"CNTRL10","CTRL",105,1.0103,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",106,1.4038,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",107,1.4406,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",108,0.7849,1,"matching TU"
"CNTRL10","CTRL",109,0.9383,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",110,1.2509,1,"non-matching TU"
"CNTRL10","CTRL",111,NA,0,"non-matching TU"
"CNTRL10","CTRL",112,1.0878,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",113,0.6771,1,"matching TU"
"CNTRL10","CTRL",114,0.9384,1,"non-matching TU"
"CNTRL10","CTRL",115,1.1693,1,"non-matching TU"
"CNTRL10","CTRL",116,1.2147,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",117,0.9678,1,"matching TU"
"CNTRL10","CTRL",118,0.5011,1,"matching TU"
"CNTRL10","CTRL",119,0.6025,1,"matching TU"
"CNTRL10","CTRL",120,0.7732,0,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",121,1.0593,1,"matching TU"
"CNTRL10","CTRL",122,1.2054,1,"non-matching TU"
"CNTRL10","CTRL",123,1.463,1,"non-matching TU"
"CNTRL10","CTRL",124,1.2887,0,"matching SCONOSCIUTO"
"CNTRL10","CTRL",125,1.5182,1,"non-matching TU"
"CNTRL10","CTRL",126,1.3143,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",127,1.5334,1,"non-matching TU"
"CNTRL10","CTRL",128,1.2386,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",129,1.1475,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",130,NA,0,"matching SCONOSCIUTO"
"CNTRL10","CTRL",131,1.139,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",132,1.1815,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",133,0.9419,0,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",134,0.8165,1,"matching TU"
"CNTRL10","CTRL",135,1.3957,1,"non-matching TU"
"CNTRL10","CTRL",136,1.1052,1,"matching TU"
"CNTRL10","CTRL",137,0.7622,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",138,0.8043,1,"matching TU"
"CNTRL10","CTRL",139,0.7848,1,"matching TU"
"CNTRL10","CTRL",140,0.7406,1,"matching TU"
"CNTRL10","CTRL",141,1.1329,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",142,0.7949,1,"matching TU"
"CNTRL10","CTRL",143,1.0849,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",144,0.7432,1,"matching TU"
"CNTRL10","CTRL",145,0.9371,1,"non-matching TU"
"CNTRL10","CTRL",146,0.8986,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",147,1.0988,1,"non-matching TU"
"CNTRL10","CTRL",148,1.2363,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",149,0.7369,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",150,1.0957,1,"non-matching TU"
"CNTRL10","CTRL",151,1.2464,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",152,1.3941,1,"non-matching TU"
"CNTRL10","CTRL",153,1.3825,0,"non-matching TU"
"CNTRL10","CTRL",154,1.1612,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",155,1.2458,1,"non-matching TU"
"CNTRL10","CTRL",156,1.3996,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",157,1.3371,1,"matching TU"
"CNTRL10","CTRL",158,1.2662,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",159,1.1481,1,"non-matching TU"
"CNTRL10","CTRL",160,1.0828,1,"non-matching TU"
"CNTRL10","CTRL",161,0.8443,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",162,1.3127,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",163,1.0621,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",164,1.3438,1,"non-matching TU"
"CNTRL10","CTRL",165,1.0758,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",166,0.9538,1,"non-matching TU"
"CNTRL10","CTRL",167,0.7694,1,"matching TU"
"CNTRL10","CTRL",168,NA,0,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",169,1.0202,0,"matching SCONOSCIUTO"
"CNTRL10","CTRL",170,1.0793,1,"matching TU"
"CNTRL10","CTRL",171,1.4296,1,"non-matching TU"
"CNTRL10","CTRL",172,0.9166,1,"matching TU"
"CNTRL10","CTRL",173,0.9954,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",174,0.9477,1,"non-matching TU"
"CNTRL10","CTRL",175,1.5142,1,"non-matching TU"
"CNTRL10","CTRL",176,1.2853,0,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",177,1.0529,1,"non-matching TU"
"CNTRL10","CTRL",178,1.2308,1,"non-matching TU"
"CNTRL10","CTRL",179,0.9021,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",180,0.9472,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",181,0.8507,1,"matching TU"
"CNTRL10","CTRL",182,1.0549,0,"matching TU"
"CNTRL10","CTRL",183,0.8185,1,"matching TU"
"CNTRL10","CTRL",184,1.2359,0,"non-matching TU"
"CNTRL10","CTRL",185,1.0825,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",186,0.9952,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",187,1.4049,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",188,1.219,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",189,1.232,1,"non-matching SCONOSCIUTO"
"CNTRL10","CTRL",190,1.1467,1,"non-matching TU"
"CNTRL10","CTRL",191,1.1706,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",192,1.241,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",193,1.1633,1,"matching TU"
"CNTRL10","CTRL",194,0.8792,1,"matching TU"
"CNTRL10","CTRL",195,0.708,1,"matching TU"
"CNTRL10","CTRL",196,0.6115,1,"matching TU"
"CNTRL10","CTRL",197,1.191,1,"matching SCONOSCIUTO"
"CNTRL10","CTRL",198,0.9471,1,"matching TU"
"CNTRL10","CTRL",199,0.7044,1,"matching TU"
"CNTRL10","CTRL",200,1.0025,1,"non-matching TU"
"CNTRL11","CTRL",1,1.066,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",2,NA,0,"non-matching TU"
"CNTRL11","CTRL",3,0.9621,0,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",4,1.2372,1,"matching TU"
"CNTRL11","CTRL",5,0.6579,1,"matching TU"
"CNTRL11","CTRL",6,0.6708,1,"matching TU"
"CNTRL11","CTRL",7,0.9638,0,"matching SCONOSCIUTO"
"CNTRL11","CTRL",8,1.1756,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",9,1.2188,1,"non-matching TU"
"CNTRL11","CTRL",10,1.115,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",11,1.1562,0,"non-matching TU"
"CNTRL11","CTRL",12,NA,0,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",13,1.1035,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",14,NA,0,"matching SCONOSCIUTO"
"CNTRL11","CTRL",15,1.4299,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",16,1.3344,1,"non-matching TU"
"CNTRL11","CTRL",17,1.4987,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",18,0.7875,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",19,1.0642,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",20,0.8595,0,"matching TU"
"CNTRL11","CTRL",21,0.9856,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",22,1.3491,1,"non-matching TU"
"CNTRL11","CTRL",23,1.5232,1,"non-matching TU"
"CNTRL11","CTRL",24,0.9929,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",25,1.0461,1,"non-matching TU"
"CNTRL11","CTRL",26,1.312,1,"non-matching TU"
"CNTRL11","CTRL",27,NA,0,"matching TU"
"CNTRL11","CTRL",28,1.0018,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",29,0.8905,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",30,1.2474,1,"non-matching TU"
"CNTRL11","CTRL",31,1.1204,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",32,1.229,1,"matching TU"
"CNTRL11","CTRL",33,1.0208,1,"non-matching TU"
"CNTRL11","CTRL",34,0.9477,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",35,1.0949,1,"non-matching TU"
"CNTRL11","CTRL",36,0.8545,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",37,1.3062,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",38,1.0165,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",39,0.852,1,"matching TU"
"CNTRL11","CTRL",40,1.5296,1,"matching TU"
"CNTRL11","CTRL",41,0.7884,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",42,0.6756,1,"matching TU"
"CNTRL11","CTRL",43,NA,0,"matching TU"
"CNTRL11","CTRL",44,0.9489,0,"non-matching TU"
"CNTRL11","CTRL",45,1.0805,0,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",46,1.1966,0,"matching SCONOSCIUTO"
"CNTRL11","CTRL",47,1.248,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",48,1.0596,1,"matching TU"
"CNTRL11","CTRL",49,NA,0,"non-matching TU"
"CNTRL11","CTRL",50,1.0681,0,"non-matching TU"
"CNTRL11","CTRL",51,1.3357,1,"non-matching TU"
"CNTRL11","CTRL",52,0.9459,1,"matching TU"
"CNTRL11","CTRL",53,1.1673,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",54,1.5023,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",55,0.7318,1,"matching TU"
"CNTRL11","CTRL",56,1.1066,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",57,0.9291,1,"matching TU"
"CNTRL11","CTRL",58,1.3496,1,"non-matching TU"
"CNTRL11","CTRL",59,1.3685,1,"non-matching TU"
"CNTRL11","CTRL",60,1.3759,0,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",61,1.1441,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",62,NA,0,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",63,1.0574,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",64,1.109,1,"matching TU"
"CNTRL11","CTRL",65,0.9444,1,"matching TU"
"CNTRL11","CTRL",66,0.7403,1,"matching TU"
"CNTRL11","CTRL",67,1.1254,1,"non-matching TU"
"CNTRL11","CTRL",68,0.853,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",69,0.8373,1,"non-matching TU"
"CNTRL11","CTRL",70,0.9464,1,"non-matching TU"
"CNTRL11","CTRL",71,0.7428,1,"matching TU"
"CNTRL11","CTRL",72,1.3461,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",73,0.8923,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",74,1.1867,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",75,1.2213,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",76,1.2743,1,"non-matching TU"
"CNTRL11","CTRL",77,0.8534,1,"matching TU"
"CNTRL11","CTRL",78,1.0488,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",79,0.859,1,"matching TU"
"CNTRL11","CTRL",80,1.0653,1,"matching TU"
"CNTRL11","CTRL",81,1.1428,1,"non-matching TU"
"CNTRL11","CTRL",82,1.4405,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",83,1.2735,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",84,0.9891,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",85,0.8842,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",86,1.0696,1,"matching TU"
"CNTRL11","CTRL",87,0.8896,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",88,0.7986,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",89,0.9352,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",90,1.0253,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",91,0.6201,1,"matching TU"
"CNTRL11","CTRL",92,0.8021,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",93,0.8225,1,"matching TU"
"CNTRL11","CTRL",94,1.1354,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",95,0.7866,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",96,0.8154,1,"matching TU"
"CNTRL11","CTRL",97,0.9894,1,"non-matching TU"
"CNTRL11","CTRL",98,0.7392,1,"matching TU"
"CNTRL11","CTRL",99,0.6807,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",100,1.0321,0,"non-matching TU"
"CNTRL11","CTRL",101,1.0319,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",102,1.4298,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",103,0.8559,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",104,0.8652,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",105,1.2125,1,"non-matching TU"
"CNTRL11","CTRL",106,0.9543,1,"non-matching TU"
"CNTRL11","CTRL",107,0.7781,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",108,0.8459,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",109,0.8303,1,"matching TU"
"CNTRL11","CTRL",110,0.7901,1,"matching TU"
"CNTRL11","CTRL",111,0.6335,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",112,1.2059,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",113,0.9626,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",114,0.9525,0,"matching SCONOSCIUTO"
"CNTRL11","CTRL",115,1.3798,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",116,0.6492,1,"matching TU"
"CNTRL11","CTRL",117,0.8536,1,"non-matching TU"
"CNTRL11","CTRL",118,0.8828,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",119,0.8199,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",120,1.138,1,"non-matching TU"
"CNTRL11","CTRL",121,0.7743,1,"matching TU"
"CNTRL11","CTRL",122,0.833,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",123,0.8727,0,"non-matching TU"
"CNTRL11","CTRL",124,1.3133,1,"non-matching TU"
"CNTRL11","CTRL",125,1.019,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",126,0.7469,1,"matching TU"
"CNTRL11","CTRL",127,0.9269,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",128,0.7117,1,"matching TU"
"CNTRL11","CTRL",129,0.9656,0,"matching SCONOSCIUTO"
"CNTRL11","CTRL",130,0.8949,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",131,0.9161,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",132,0.9372,1,"non-matching TU"
"CNTRL11","CTRL",133,0.8551,1,"matching TU"
"CNTRL11","CTRL",134,0.8623,1,"non-matching TU"
"CNTRL11","CTRL",135,1.1657,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",136,1.0473,1,"matching TU"
"CNTRL11","CTRL",137,1.1559,1,"matching TU"
"CNTRL11","CTRL",138,0.8047,1,"non-matching TU"
"CNTRL11","CTRL",139,0.7654,1,"non-matching TU"
"CNTRL11","CTRL",140,1.0403,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",141,0.6269,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",142,0.735,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",143,0.7496,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",144,0.8713,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",145,1.3159,1,"non-matching TU"
"CNTRL11","CTRL",146,0.6505,1,"matching TU"
"CNTRL11","CTRL",147,0.7674,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",148,0.7777,1,"non-matching TU"
"CNTRL11","CTRL",149,0.9525,1,"matching TU"
"CNTRL11","CTRL",150,0.7835,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",151,0.7829,1,"matching TU"
"CNTRL11","CTRL",152,0.9283,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",153,0.8783,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",154,0.6485,1,"matching TU"
"CNTRL11","CTRL",155,0.852,1,"non-matching TU"
"CNTRL11","CTRL",156,0.8387,1,"non-matching TU"
"CNTRL11","CTRL",157,0.8679,1,"non-matching TU"
"CNTRL11","CTRL",158,0.8208,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",159,0.7411,1,"matching TU"
"CNTRL11","CTRL",160,0.7094,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",161,0.747,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",162,0.8611,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",163,0.7554,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",164,0.687,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",165,0.8549,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",166,0.6752,1,"matching TU"
"CNTRL11","CTRL",167,0.8668,1,"non-matching TU"
"CNTRL11","CTRL",168,0.9394,1,"matching TU"
"CNTRL11","CTRL",169,1.1411,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",170,0.7692,1,"matching TU"
"CNTRL11","CTRL",171,0.909,1,"non-matching TU"
"CNTRL11","CTRL",172,0.6467,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",173,0.9623,1,"non-matching TU"
"CNTRL11","CTRL",174,0.7694,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",175,0.8398,1,"non-matching TU"
"CNTRL11","CTRL",176,1.2291,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",177,0.8104,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",178,0.8855,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",179,0.9281,1,"matching TU"
"CNTRL11","CTRL",180,0.8454,1,"matching TU"
"CNTRL11","CTRL",181,0.9529,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",182,0.9921,1,"non-matching TU"
"CNTRL11","CTRL",183,1.2429,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",184,0.9517,1,"non-matching TU"
"CNTRL11","CTRL",185,0.6209,1,"matching TU"
"CNTRL11","CTRL",186,0.7391,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",187,0.9456,0,"matching TU"
"CNTRL11","CTRL",188,0.7786,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",189,0.8909,1,"matching TU"
"CNTRL11","CTRL",190,0.8231,1,"matching SCONOSCIUTO"
"CNTRL11","CTRL",191,0.8126,1,"non-matching TU"
"CNTRL11","CTRL",192,0.6429,1,"matching TU"
"CNTRL11","CTRL",193,0.9024,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",194,0.8406,1,"non-matching SCONOSCIUTO"
"CNTRL11","CTRL",195,0.7632,1,"non-matching TU"
"CNTRL11","CTRL",196,0.8073,1,"non-matching TU"
"CNTRL11","CTRL",197,0.8457,1,"non-matching TU"
"CNTRL11","CTRL",198,0.7873,1,"non-matching TU"
"CNTRL11","CTRL",199,0.7482,1,"matching TU"
"CNTRL11","CTRL",200,0.9364,1,"non-matching SCONOSCIUTO"
"CNTRL12","CTRL",1,NA,0,"non-matching SCONOSCIUTO"
"CNTRL12","CTRL",2,1.0694,1,"non-matching SCONOSCIUTO"
"CNTRL12","CTRL",3,0.9469,1,"non-matching SCONOSCIUTO"
"CNTRL12","CTRL",4,0.7555,1,"matching SCONOSCIUTO"
"CNTRL12","CTRL",5,1.0556,0,"matching SCONOSCIUTO"
"CNTRL12","CTRL",6,0.8795,1,"non-matching TU"
"CNTRL12","CTRL",7,0.7581,1,"non-matching SCONOSCIUTO"
"CNTRL12","CTRL",8,0.5323,1,"matching TU"
"CNTRL12","CTRL",9,0.7471,1,"matching TU"
"CNTRL12","CTRL",10,0.9802,1,"matching TU"
"CNTRL12","CTRL",11,0.7661,1,"non-matching TU"
"CNTRL12","CTRL",12,1.0731,1,"matching SCONOSCIUTO"
"CNTRL12","CTRL",13,0.9488,1,"matching SCONOSCIUTO"
"CNTRL12","CTRL",14,0.8355,1,"non-matching TU"
"CNTRL12","CTRL",15,0.8272,1,"non-matching TU"
"CNTRL12","CTRL",16,0.556,1,"matching SCONOSCIUTO"
"CNTRL12","CTRL",17,0.6712,1,"matching SCONOSCIUTO"
"CNTRL12","CTRL",18,0.6494,1,"matching TU"
"CNTRL12","CTRL",19,0.6523,1,"non-matching SCONOSCIUTO"
"CNTRL12","CTRL",20,0.5486,0,"non-matching TU"
"CNTRL12","CTRL",21,1.0982,0,"non-matching SCONOSCIUTO"
"CNTRL12","CTRL",22,0.7548,1,"matching SCONOSCIUTO"
"CNTRL12","CTRL",23,0.8614,1,"non-matching TU"
"CNTRL12","CTRL",24,0.7006,1,"matching SCONOSCIUTO"
"CNTRL12","CTRL",25,0.6689,1,"non-matching TU"
"CNTRL12","CTRL",26,0.6842,1,"matching TU"
"CNTRL12","CTRL",27,0.6842,1,"matching TU"
"CNTRL12","CTRL",28,0.7246,1,"non-matching TU"
"CNTRL12","CTRL",29,0.7019,1,"non-matching TU"
"CNTRL12","CTRL",30,0.7419,1,"matching TU"
"CNTRL12","CTRL",31,0.5495,1,"matching TU"
"CNTRL12","CTRL",32,0.8247,1,"non-matching TU"
"CNTRL12","CTRL",33,0.953,1,"non-matching SCONOSCIUTO"
"CNTRL12","CTRL",34,0.7425,1,"matching TU"
"CNTRL12","CTRL",35,0.6714,1,"matching TU"
"CNTRL12","CTRL",36,0.7623,1,"matching SCONOSCIUTO"
"CNTRL12","CTRL",37,0.5931,1,"non-matching TU"
