"id_subj","group","n_trial","rt","acc","identity","pressed_key","link","block_order"
"CNTRL01","CTRL",1,NA,0,"go","","hsam_q1","self-first"
"CNTRL01","CTRL",2,0.533,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",3,0.436,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",4,0.384,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",5,0.617,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",6,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",7,0.477,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",8,0.462,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",9,0.426,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",10,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",11,0.452,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",12,0.451,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",13,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",14,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",15,0.465,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",16,0.409,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",17,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",18,0.509,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",19,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",20,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",21,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",22,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",23,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",24,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",25,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",26,0.451,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",27,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",28,0.591,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",29,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",30,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",31,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",32,0.467,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",33,0.309,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",34,0.45,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",35,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",36,0.499,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",37,0.418,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",38,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",39,0.385,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",40,0.602,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",41,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",42,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",43,0.366,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",44,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",45,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",46,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",47,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",48,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",49,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",50,0.457,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",51,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",52,0.474,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",53,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",54,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",55,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",56,0.517,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",57,0.375,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",58,0.408,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",59,0.368,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",60,0.369,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",61,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",62,0.385,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",63,0.377,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",64,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",65,0.433,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",66,0.403,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",67,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",68,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",69,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",70,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",71,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",72,0.425,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",73,0.326,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",74,0.318,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",75,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",76,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",77,0.526,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",78,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",79,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",80,0.386,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",81,0.491,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",82,0.394,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",83,0.401,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",84,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",85,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",86,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",87,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",88,0.418,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",89,0.373,1,"go","a","hsam_q1","self-first"
"CNTRL01","CTRL",90,0.293,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",91,0.335,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",92,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",93,0.376,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",94,0.31,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",95,0.391,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",96,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",97,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",98,0.323,1,"go","l","hsam_q1","self-first"
"CNTRL01","CTRL",99,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",100,NA,1,"no-go","","hsam_q1","self-first"
"CNTRL01","CTRL",101,0.643,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",102,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",103,0.39,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",104,0.368,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",105,0.35,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",106,0.359,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",107,0.568,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",108,0.41,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",109,0.334,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",110,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",111,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",112,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",113,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",114,0.427,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",115,0.309,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",116,0.467,0,"no-go","l","hsam_q1","other-first"
"CNTRL01","CTRL",117,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",118,0.5,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",119,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",120,0.366,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",121,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",122,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",123,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",124,0.443,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",125,0.41,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",126,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",127,0.359,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",128,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",129,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",130,0.417,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",131,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",132,0.517,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",133,0.403,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",134,0.603,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",135,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",136,0.416,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",137,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",138,0.376,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",139,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",140,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",141,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",142,0.485,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",143,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",144,0.525,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",145,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",146,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",147,0.408,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",148,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",149,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",150,0.406,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",151,0.375,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",152,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",153,0.359,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",154,0.41,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",155,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",156,0.385,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",157,0.376,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",158,0.308,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",159,0.365,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",160,0.377,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",161,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",162,0.691,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",163,0.409,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",164,0.389,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",165,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",166,0.391,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",167,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",168,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",169,0.307,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",170,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",171,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",172,0.4,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",173,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",174,0.368,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",175,0.295,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",176,0.551,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",177,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",178,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",179,0.45,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",180,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",181,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",182,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",183,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",184,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",185,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",186,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",187,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",188,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",189,0.409,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",190,0.326,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",191,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",192,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",193,0.543,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",194,0.426,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",195,0.333,1,"go","a","hsam_q1","other-first"
"CNTRL01","CTRL",196,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",197,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",198,NA,1,"no-go","","hsam_q1","other-first"
"CNTRL01","CTRL",199,0.409,1,"go","l","hsam_q1","other-first"
"CNTRL01","CTRL",200,0.384,1,"go","a","hsam_q1","other-first"
"CNTRL02","CTRL",1,0.6405,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",2,0.879,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",3,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",4,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",5,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",6,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",7,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",8,0.5953,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",9,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",10,0.4593,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",11,0.4745,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",12,0.4721,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",13,0.4889,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",14,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",15,0.5615,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",16,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",17,0.6372,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",18,0.7285,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",19,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",20,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",21,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",22,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",23,0.5128,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",24,0.5015,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",25,0.388,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",26,0.4932,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",27,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",28,0.4504,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",29,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",30,0.5272,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",31,0.4282,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",32,0.5256,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",33,0.5045,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",34,0.573,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",35,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",36,0.507,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",37,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",38,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",39,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",40,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",41,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",42,0.4671,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",43,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",44,0.474,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",45,0.4059,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",46,0.4074,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",47,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",48,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",49,0.7535,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",50,0.681,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",51,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",52,0.4694,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",53,0.437,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",54,0.4082,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",55,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",56,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",57,0.5066,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",58,0.4677,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",59,0.5192,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",60,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",61,0.5415,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",62,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",63,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",64,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",65,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",66,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",67,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",68,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",69,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",70,0.5693,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",71,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",72,0.4932,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",73,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",74,0.4191,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",75,0.4744,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",76,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",77,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",78,0.6751,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",79,0.519,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",80,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",81,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",82,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",83,0.5203,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",84,0.5006,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",85,0.553,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",86,0.4728,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",87,0.4981,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",88,0.6745,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",89,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",90,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",91,0.5278,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",92,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",93,0.5361,1,"go","l","hsam_t1","self-first"
"CNTRL02","CTRL",94,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",95,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",96,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",97,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",98,0.5814,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",99,0.5555,1,"go","a","hsam_t1","self-first"
"CNTRL02","CTRL",100,NA,1,"no-go","","hsam_t1","self-first"
"CNTRL02","CTRL",101,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",102,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",103,0.5413,1,"go","a","hsam_t1","other-first"
"CNTRL02","CTRL",104,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",105,0.7021,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",106,0.7177,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",107,0.5191,1,"go","a","hsam_t1","other-first"
"CNTRL02","CTRL",108,0.5014,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",109,0.4343,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",110,0.4167,1,"go","a","hsam_t1","other-first"
"CNTRL02","CTRL",111,0.446,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",112,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",113,0.479,1,"go","a","hsam_t1","other-first"
"CNTRL02","CTRL",114,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",115,0.5037,1,"go","a","hsam_t1","other-first"
"CNTRL02","CTRL",116,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",117,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",118,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",119,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",120,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",121,0.5782,1,"go","a","hsam_t1","other-first"
"CNTRL02","CTRL",122,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",123,0.5189,1,"go","a","hsam_t1","other-first"
"CNTRL02","CTRL",124,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",125,0.6492,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",126,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",127,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",128,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",129,0.6201,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",130,0.4681,1,"go","a","hsam_t1","other-first"
"CNTRL02","CTRL",131,0.5169,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",132,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",133,0.5463,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",134,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",135,0.538,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",136,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",137,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",138,0.6219,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",139,0.4913,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",140,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",141,0.5373,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",142,0.5042,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",143,0.4937,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",144,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",145,0.6035,1,"go","a","hsam_t1","other-first"
"CNTRL02","CTRL",146,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",147,0.6626,1,"go","a","hsam_t1","other-first"
"CNTRL02","CTRL",148,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",149,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",150,0.4933,1,"go","a","hsam_t1","other-first"
"CNTRL02","CTRL",151,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",152,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",153,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",154,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",155,0.4738,1,"go","a","hsam_t1","other-first"
"CNTRL02","CTRL",156,0.6838,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",157,0.4836,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",158,0.4509,1,"go","l","hsam_t1","other-first"
"CNTRL02","CTRL",159,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",160,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",161,0.4943,1,"go","a","hsam_t1","other-first"
"CNTRL02","CTRL",162,0.4335,1,"go","a","hsam_t1","other-first"
"CNTRL02","CTRL",163,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",164,NA,1,"no-go","","hsam_t1","other-first"
"CNTRL02","CTRL",165,NA,1,"no-go","","hsam_t1","other-first"
